# 7: BIG_BENCH query19
13 0 0
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 15: BIG_BENCH query2
5 11 82
Reducer5 1 NY
Reducer4 1 LA
Map1 1 FL
Reducer3 1 NY
Reducer2 1 LA
4
Reducer4 Reducer5 88
Map1 Reducer2 25669
Reducer3 Reducer4 3430
Reducer2 Reducer3 23890
# 18: BIG_BENCH query6
11 12 82
Reducer5 1 NY
Reducer4 1 FL
Map10 1 HK
Map1 1 LA
Reducer9 1 HK
Reducer8 2 NY FL
Map11 1 HK
Reducer3 1 HK
Map6 1 HK
Map7 1 NY
Reducer2 1 NY
10
Reducer4 Reducer5 207
Map10 Reducer8 393
Map1 Reducer2 1514
Reducer9 Reducer4 101
Reducer8 Reducer9 886
Map11 Reducer4 70
Reducer3 Reducer4 68
Map6 Reducer2 1516
Map7 Reducer8 643
Reducer2 Reducer3 3029
# 14: BIG_BENCH query27
2 13 84
Map1 1 BA
Reducer2 1 FL
1
Map1 Reducer2 56
# 1: BIG_BENCH query11
7 14 88
Map1 1 HK
Reducer4 1 LA
Reducer7 2 BA FL
Map5 1 BA
Map6 1 BA
Reducer3 1 FL
Reducer2 1 FL
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 20: BIG_BENCH query9
9 15 92
Reducer5 1 LA
Reducer4 1 FL
Map1 1 BA
Map8 1 HK
Map9 1 FL
Map6 1 NY
Reducer3 1 NY
Map7 1 LA
Reducer2 1 FL
8
Reducer4 Reducer5 224
Map1 Reducer2 1105
Map8 Reducer3 97
Map9 Reducer4 111
Map6 Reducer2 806
Reducer3 Reducer4 258
Map7 Reducer3 97
Reducer2 Reducer3 635
# 19: BIG_BENCH query7
11 16 96
Reducer5 1 BA
Map1 1 NY
Reducer4 1 FL
Map10 1 LA
Reducer6 1 FL
Map8 1 BA
Map9 1 NY
Map4 1 HK
Reducer3 1 HK
Reducer2 1 FL
Map7 1 FL
9
Reducer5 Reducer6 11
Map1 Reducer2 1
Reducer4 Reducer5 2877
Map10 Reducer4 1434
Map8 Reducer3 83
Map9 Reducer3 3
Reducer3 Reducer4 1438
Reducer2 Reducer3 3
Map7 Reducer2 1
# 3: BIG_BENCH query14
10 17 97
Map1 1 HK
Map10 1 HK
Reducer7 1 LA
Map3 1 NY
Map8 1 BA
Map9 1 NY
Map4 1 LA
Map5 1 NY
Map6 1 HK
Reducer2 1 BA
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 9: BIG_BENCH query20
6 18 102
Map1 1 LA
Reducer4 3 HK LA BA
Reducer6 1 FL
Map5 1 BA
Reducer3 2 HK BA
Reducer2 3 BA LA HK
5
Map1 Reducer2 601
Reducer6 Reducer3 9
Map5 Reducer6 47
Reducer3 Reducer4 1870
Reducer2 Reducer3 339
# 10: BIG_BENCH query21
16 19 112
Map15 1 HK
Map16 1 LA
Reducer5 1 NY
Map1 1 LA
Map10 1 BA
Reducer4 1 NY
Reducer7 1 BA
Reducer6 1 HK
Map13 1 NY
Reducer9 1 BA
Map14 1 NY
Reducer8 1 FL
Map11 1 HK
Map12 1 BA
Reducer3 1 BA
Reducer2 1 HK
15
Map15 Reducer6 26
Map16 Reducer7 148
Reducer5 Reducer6 26
Map1 Reducer2 904
Map10 Reducer2 853
Reducer4 Reducer5 915
Reducer7 Reducer8 293
Reducer6 Reducer7 186
Map13 Reducer5 1
Map14 Reducer6 27
Reducer8 Reducer9 1
Map11 Reducer3 1878
Map12 Reducer4 916
Reducer3 Reducer4 2734
Reducer2 Reducer3 2640
# 9: BIG_BENCH query20
6 20 113
Map1 1 HK
Reducer4 3 NY FL LA
Reducer6 1 NY
Map5 1 FL
Reducer3 2 FL BA
Reducer2 3 BA FL LA
5
Map1 Reducer2 601
Reducer6 Reducer3 9
Map5 Reducer6 47
Reducer3 Reducer4 1870
Reducer2 Reducer3 339
# 6: BIG_BENCH query17
25 21 115
Map20 1 BA
Map1 1 LA
Map21 1 FL
Map24 1 NY
Map25 1 NY
Map22 1 BA
Map23 1 HK
Map8 1 BA
Map9 1 HK
Reducer18 1 HK
Reducer17 1 BA
Reducer16 1 BA
Reducer15 1 HK
Reducer19 1 LA
Reducer5 1 BA
Reducer4 1 HK
Map10 1 FL
Reducer7 1 BA
Reducer6 1 NY
Map13 1 HK
Map14 1 NY
Map11 1 BA
Map12 1 BA
Reducer3 1 FL
Reducer2 1 FL
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 12: BIG_BENCH query24
19 22 120
Reducer17 3 LA BA FL
Map18 1 LA
Reducer16 2 FL NY
Reducer15 1 LA
Map19 1 NY
Reducer10 3 NY HK FL
Reducer4 3 FL LA BA
Map1 1 FL
Reducer7 1 HK
Reducer9 3 LA FL HK
Reducer14 1 FL
Map13 1 HK
Reducer8 1 FL
Map11 1 NY
Map12 1 FL
Map5 1 LA
Reducer3 1 HK
Map6 1 FL
Reducer2 1 HK
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 12: BIG_BENCH query24
19 23 132
Reducer17 3 BA LA FL
Map18 1 HK
Reducer16 2 BA FL
Reducer15 1 LA
Map19 1 FL
Reducer10 3 BA NY LA
Reducer4 3 BA FL LA
Map1 1 FL
Reducer7 1 NY
Reducer9 3 BA NY HK
Reducer14 1 NY
Map13 1 FL
Reducer8 1 NY
Map11 1 HK
Map12 1 BA
Map5 1 FL
Reducer3 1 HK
Map6 1 LA
Reducer2 1 BA
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 4: BIG_BENCH query15
6 24 143
Reducer5 1 FL
Reducer4 1 BA
Map1 1 FL
Map2 1 LA
Map6 1 FL
Reducer3 1 NY
5
Reducer4 Reducer5 172
Map1 Map2 179
Map2 Reducer3 89
Map6 Reducer3 1
Reducer3 Reducer4 172
# 3: BIG_BENCH query14
10 25 151
Map1 1 HK
Map10 1 NY
Reducer7 1 LA
Map3 1 LA
Map8 1 LA
Map9 1 NY
Map4 1 NY
Map5 1 LA
Map6 1 HK
Reducer2 1 HK
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 13: BIG_BENCH query26
4 26 152
Map1 1 BA
Map4 1 BA
Reducer3 2 NY LA
Reducer2 1 FL
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 17: BIG_BENCH query4
5 27 157
Map1 1 HK
Reducer4 1 BA
Map5 1 NY
Reducer3 1 LA
Reducer2 1 NY
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 17: BIG_BENCH query4
5 28 159
Map1 1 HK
Reducer4 1 LA
Map5 1 FL
Reducer3 1 HK
Reducer2 1 LA
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 13: BIG_BENCH query26
4 29 159
Map1 1 NY
Map4 1 NY
Reducer3 2 NY HK
Reducer2 1 FL
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 2: BIG_BENCH query12
9 30 159
Reducer5 1 HK
Reducer4 1 HK
Map1 1 HK
Reducer8 1 BA
Map9 1 LA
Reducer3 1 LA
Map6 1 NY
Reducer2 1 FL
Map7 1 NY
8
Reducer4 Reducer5 1
Map1 Reducer2 634
Reducer8 Reducer3 53
Map9 Reducer8 35
Reducer3 Reducer4 35
Map6 Reducer2 34
Reducer2 Reducer3 51
Map7 Reducer8 54
# 0: BIG_BENCH query10
2 31 159
Map1 1 BA
Reducer2 1 NY
1
Map1 Reducer2 56
# 1: BIG_BENCH query11
7 32 160
Map1 1 NY
Reducer4 1 FL
Reducer7 2 BA FL
Map5 1 LA
Map6 1 NY
Reducer3 1 LA
Reducer2 1 HK
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 14: BIG_BENCH query27
2 33 160
Map1 1 LA
Reducer2 1 FL
1
Map1 Reducer2 56
# 8: BIG_BENCH query1
6 34 162
Reducer5 1 HK
Reducer4 1 HK
Map1 1 BA
Map6 1 HK
Reducer3 1 LA
Reducer2 1 NY
5
Reducer4 Reducer5 72
Map1 Reducer2 242
Map6 Reducer2 213
Reducer3 Reducer4 170
Reducer2 Reducer3 524
# 6: BIG_BENCH query17
25 35 163
Map20 1 HK
Map1 1 NY
Map21 1 BA
Map24 1 LA
Map25 1 FL
Map22 1 FL
Map23 1 HK
Map8 1 BA
Map9 1 FL
Reducer18 1 HK
Reducer17 1 BA
Reducer16 1 LA
Reducer15 1 BA
Reducer19 1 FL
Reducer5 1 BA
Reducer4 1 NY
Map10 1 FL
Reducer7 1 FL
Reducer6 1 BA
Map13 1 LA
Map14 1 FL
Map11 1 NY
Map12 1 BA
Reducer3 1 LA
Reducer2 1 HK
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 19: BIG_BENCH query7
11 36 164
Reducer5 1 NY
Map1 1 BA
Reducer4 1 FL
Map10 1 LA
Reducer6 1 LA
Map8 1 HK
Map9 1 BA
Map4 1 LA
Reducer3 1 FL
Reducer2 1 HK
Map7 1 HK
9
Reducer5 Reducer6 11
Map1 Reducer2 1
Reducer4 Reducer5 2877
Map10 Reducer4 1434
Map8 Reducer3 83
Map9 Reducer3 3
Reducer3 Reducer4 1438
Reducer2 Reducer3 3
Map7 Reducer2 1
# 12: BIG_BENCH query24
19 37 169
Reducer17 3 NY FL HK
Map18 1 BA
Reducer16 2 NY BA
Reducer15 1 HK
Map19 1 HK
Reducer10 3 LA NY FL
Reducer4 3 BA NY HK
Map1 1 HK
Reducer7 1 LA
Reducer9 3 NY BA FL
Reducer14 1 NY
Map13 1 LA
Reducer8 1 NY
Map11 1 BA
Map12 1 FL
Map5 1 HK
Reducer3 1 LA
Map6 1 LA
Reducer2 1 BA
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 14: BIG_BENCH query27
2 38 200
Map1 1 HK
Reducer2 1 BA
1
Map1 Reducer2 56
# 12: BIG_BENCH query24
19 39 200
Reducer17 3 NY FL BA
Map18 1 HK
Reducer16 2 HK FL
Reducer15 1 HK
Map19 1 HK
Reducer10 3 LA HK FL
Reducer4 3 FL NY BA
Map1 1 FL
Reducer7 1 LA
Reducer9 3 LA NY FL
Reducer14 1 NY
Map13 1 LA
Reducer8 1 BA
Map11 1 NY
Map12 1 FL
Map5 1 LA
Reducer3 1 HK
Map6 1 NY
Reducer2 1 LA
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 12: BIG_BENCH query24
19 40 200
Reducer17 3 BA NY FL
Map18 1 FL
Reducer16 2 HK LA
Reducer15 1 BA
Map19 1 NY
Reducer10 3 HK NY FL
Reducer4 3 HK FL LA
Map1 1 HK
Reducer7 1 LA
Reducer9 3 HK BA FL
Reducer14 1 LA
Map13 1 HK
Reducer8 1 HK
Map11 1 FL
Map12 1 FL
Map5 1 LA
Reducer3 1 FL
Map6 1 BA
Reducer2 1 FL
18
Reducer17 Reducer4 146
Map18 Reducer14 1
Reducer16 Reducer17 3506
Reducer15 Reducer16 1702
Map19 Reducer16 1761
Reducer10 Reducer4 443
Map1 Reducer2 1
Reducer7 Reducer8 1
Reducer9 Reducer10 1524
Reducer14 Reducer15 2
Map13 Reducer14 1
Reducer8 Reducer9 362
Map11 Reducer7 1
Map12 Reducer9 412
Map5 Reducer2 1
Reducer3 Reducer4 33
Map6 Reducer7 1
Reducer2 Reducer3 1
# 13: BIG_BENCH query26
4 41 200
Map1 1 LA
Map4 1 BA
Reducer3 2 BA FL
Reducer2 1 LA
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 9: BIG_BENCH query20
6 42 201
Map1 1 NY
Reducer4 3 HK BA NY
Reducer6 1 LA
Map5 1 HK
Reducer3 2 LA NY
Reducer2 3 LA NY HK
5
Map1 Reducer2 601
Reducer6 Reducer3 9
Map5 Reducer6 47
Reducer3 Reducer4 1870
Reducer2 Reducer3 339
# 1: BIG_BENCH query11
7 43 201
Map1 1 LA
Reducer4 1 HK
Reducer7 2 FL LA
Map5 1 NY
Map6 1 BA
Reducer3 1 FL
Reducer2 1 FL
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 0: BIG_BENCH query10
2 44 201
Map1 1 NY
Reducer2 1 LA
1
Map1 Reducer2 56
# 14: BIG_BENCH query27
2 45 202
Map1 1 NY
Reducer2 1 HK
1
Map1 Reducer2 56
# 17: BIG_BENCH query4
5 46 202
Map1 1 BA
Reducer4 1 FL
Map5 1 BA
Reducer3 1 NY
Reducer2 1 LA
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 18: BIG_BENCH query6
11 47 203
Reducer5 1 FL
Reducer4 1 LA
Map10 1 BA
Map1 1 BA
Reducer9 1 BA
Reducer8 2 FL BA
Map11 1 HK
Reducer3 1 BA
Map6 1 BA
Map7 1 NY
Reducer2 1 NY
10
Reducer4 Reducer5 207
Map10 Reducer8 393
Map1 Reducer2 1514
Reducer9 Reducer4 101
Reducer8 Reducer9 886
Map11 Reducer4 70
Reducer3 Reducer4 68
Map6 Reducer2 1516
Map7 Reducer8 643
Reducer2 Reducer3 3029
# 14: BIG_BENCH query27
2 48 203
Map1 1 FL
Reducer2 1 HK
1
Map1 Reducer2 56
# 17: BIG_BENCH query4
5 49 205
Map1 1 NY
Reducer4 1 FL
Map5 1 LA
Reducer3 1 BA
Reducer2 1 LA
4
Map1 Reducer2 6627
Map5 Map1 2177
Reducer3 Reducer4 9397
Reducer2 Reducer3 13848
# 13: BIG_BENCH query26
4 50 207
Map1 1 LA
Map4 1 HK
Reducer3 2 HK LA
Reducer2 1 BA
3
Map1 Reducer2 1154
Map4 Reducer2 497
Reducer2 Reducer3 1227
# 1: BIG_BENCH query11
7 51 226
Map1 1 HK
Reducer4 1 LA
Reducer7 2 NY BA
Map5 1 HK
Map6 1 FL
Reducer3 1 BA
Reducer2 1 FL
6
Map1 Reducer2 9
Reducer7 Reducer3 111
Map5 Map6 90
Map6 Reducer7 223
Reducer3 Reducer4 33
Reducer2 Reducer3 13
# 14: BIG_BENCH query27
2 52 237
Map1 1 NY
Reducer2 1 NY
1
Map1 Reducer2 56
# 11: BIG_BENCH query22
7 53 239
Map1 1 NY
Reducer4 1 HK
Map5 1 LA
Map6 1 HK
Reducer3 1 BA
Map7 1 FL
Reducer2 1 NY
6
Map1 Reducer2 1276
Map5 Reducer2 1113
Map6 Reducer2 1113
Reducer3 Reducer4 2
Map7 Reducer2 1113
Reducer2 Reducer3 4456
# 6: BIG_BENCH query17
25 54 247
Map20 1 HK
Map1 1 HK
Map21 1 HK
Map24 1 HK
Map25 1 FL
Map22 1 BA
Map23 1 HK
Map8 1 FL
Map9 1 FL
Reducer18 1 HK
Reducer17 1 LA
Reducer16 1 NY
Reducer15 1 HK
Reducer19 1 BA
Reducer5 1 NY
Reducer4 1 HK
Map10 1 HK
Reducer7 1 HK
Reducer6 1 HK
Map13 1 HK
Map14 1 NY
Map11 1 LA
Map12 1 FL
Reducer3 1 NY
Reducer2 1 HK
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
Reducer6 Reducer7 1
Map13 Reducer5 1
Map14 Reducer15 2222
Map11 Reducer3 9
Map12 Reducer4 54
Reducer3 Reducer4 73
Reducer2 Reducer3 1159
# 3: BIG_BENCH query14
10 55 251
Map1 1 LA
Map10 1 LA
Reducer7 1 HK
Map3 1 BA
Map8 1 FL
Map9 1 NY
Map4 1 HK
Map5 1 FL
Map6 1 FL
Reducer2 1 BA
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 16: BIG_BENCH query3
7 56 256
Reducer5 1 BA
Reducer4 1 HK
Map1 1 FL
Reducer6 1 HK
Reducer3 1 LA
Reducer2 1 LA
Map7 1 FL
6
Reducer5 Reducer6 11
Reducer4 Reducer5 13
Map1 Reducer2 12244
Reducer3 Reducer4 15
Reducer2 Reducer3 3487
Map7 Reducer3 6
# 11: BIG_BENCH query22
7 57 276
Map1 1 FL
Reducer4 1 FL
Map5 1 BA
Map6 1 FL
Reducer3 1 LA
Map7 1 LA
Reducer2 1 FL
6
Map1 Reducer2 1276
Map5 Reducer2 1113
Map6 Reducer2 1113
Reducer3 Reducer4 2
Map7 Reducer2 1113
Reducer2 Reducer3 4456
# 16: BIG_BENCH query3
7 58 287
Reducer5 1 BA
Reducer4 1 BA
Map1 1 BA
Reducer6 1 NY
Reducer3 1 NY
Reducer2 1 LA
Map7 1 FL
6
Reducer5 Reducer6 11
Reducer4 Reducer5 13
Map1 Reducer2 12244
Reducer3 Reducer4 15
Reducer2 Reducer3 3487
Map7 Reducer3 6
# 14: BIG_BENCH query27
2 59 299
Map1 1 FL
Reducer2 1 LA
1
Map1 Reducer2 56
# 3: BIG_BENCH query14
10 60 343
Map1 1 BA
Map10 1 NY
Reducer7 1 BA
Map3 1 LA
Map8 1 BA
Map9 1 FL
Map4 1 BA
Map5 1 NY
Map6 1 LA
Reducer2 1 HK
9
Map1 Reducer2 30
Map10 Map6 20
Reducer7 Reducer2 1
Map3 Map1 20
Map8 Map6 20
Map9 Map6 20
Map4 Map1 20
Map5 Map1 20
Map6 Reducer7 60
# 7: BIG_BENCH query19
13 61 344
Reducer5 1 FL
Map1 1 FL
Map10 1 HK
Reducer7 1 BA
Map3 1 FL
Reducer6 1 LA
Reducer9 1 BA
Map13 1 LA
Reducer12 1 BA
Map11 1 LA
Map8 1 LA
Map4 1 NY
Reducer2 1 NY
12
Reducer5 Reducer6 530
Map1 Reducer2 1
Map10 Reducer9 1
Map3 Reducer2 1
Reducer6 Reducer7 1598
Reducer9 Map11 10
Map13 Reducer6 535
Reducer12 Reducer6 535
Map11 Reducer12 25
Map8 Reducer9 1
Map4 Reducer5 100
Reducer2 Map4 100
# 14: BIG_BENCH query27
2 62 344
Map1 1 NY
Reducer2 1 BA
1
Map1 Reducer2 56
# 6: BIG_BENCH query17
25 63 345
Map20 1 LA
Map1 1 BA
Map21 1 LA
Map24 1 BA
Map25 1 BA
Map22 1 HK
Map23 1 FL
Map8 1 LA
Map9 1 LA
Reducer18 1 FL
Reducer17 1 HK
Reducer16 1 NY
Reducer15 1 BA
Reducer19 1 BA
Reducer5 1 FL
Reducer4 1 BA
Map10 1 BA
Reducer7 1 FL
Reducer6 1 FL
Map13 1 BA
Map14 1 HK
Map11 1 BA
Map12 1 LA
Reducer3 1 HK
Reducer2 1 NY
24
Map20 Reducer15 2044
Map1 Reducer2 2478
Map21 Reducer16 33
Map24 Reducer17 20
Map25 Reducer18 43
Map22 Reducer16 32
Map23 Reducer16 32
Map8 Reducer2 2301
Map9 Reducer3 10
Reducer18 Reducer19 87
Reducer17 Reducer18 63
Reducer16 Reducer17 84
Reducer15 Reducer16 1053
Reducer19 Reducer6 1
Reducer5 Reducer6 1
Reducer4 Reducer5 53
Map10 Reducer3 9
